Year,Date,Plot,Sub_Plot,ID,Treatment,Fire,T+F,Group,Species,Coverage
2,2022-10-16,3,3,3-3-S,S,C,S-C,Woody,Rubus spp.,0
2,2022-10-16,3,3,3-3-S,S,C,S-C,Forb,Solanum viarum,0
2,2022-10-16,3,3,3-3-S,S,C,S-C,Forb,Urtica dioica,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Bare,Bareground,7
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Cynodon dactylon,7
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Paspalum setaceum,7
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Dichondra spp.,6
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Indigofera hirsuta,5
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Oxalis corniculata,4
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Sedge,Cyperus esculentus,2
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Sedge,Cyperus spp.,2
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Lactuca canadensis,2
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Sedge,Bulbostylis spp.,1
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Dichanthelium spp.,1
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Eremochloa ophiuroides,1
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Erigeron canadensis,1
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Gamochaeta spp.,1
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Paspalum notatum,1
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Rumex hastatulus,1
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Andropogon ternarius,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Andropogon virginicus,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Aristida stricta,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Woody,Baccharis halimifolia,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Cirsium spp.,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Crotalaria rotundifolia,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Crotalaria spectabilis,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Digitaria spp.,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Eragrostis spectabilis,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Woody,Eupatorium capilifolium,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Galactia spp.,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Liatris gracilis,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Woody,Liquidambar styraciflua,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Oenothera laciniata,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Phyllanthus urinaria,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Phytolacca americana,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Pityopsis graminifolia,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Polypremum procumbens,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Richardia spp.,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Woody,Rubus spp.,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Solanum viarum,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Grass,Sorghastrum secundum,0
2,2022-10-16,3,4,3-4-Tsp,Tsp,C,Tsp-C,Forb,Urtica dioica,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Verbena spp.,7
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Indigofera hirsuta,5
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Oenothera laciniata,5
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Rumex hastatulus,5
2,2022-10-16,3,5,3-5-C,C,C,C-C,Bare,Bareground,4
2,2022-10-16,3,5,3-5-C,C,C,C-C,Grass,Cynodon dactylon,4
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Dichondra spp.,4
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Lactuca canadensis,4
2,2022-10-16,3,5,3-5-C,C,C,C-C,Grass,Paspalum setaceum,4
2,2022-10-16,3,5,3-5-C,C,C,C-C,Sedge,Cyperus esculentus,3
2,2022-10-16,3,5,3-5-C,C,C,C-C,Sedge,Cyperus spp.,3
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Oxalis corniculata,3
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Richardia spp.,3
2,2022-10-16,3,5,3-5-C,C,C,C-C,Grass,Dichanthelium spp.,2
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Erigeron canadensis,2
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Phyllanthus urinaria,2
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Solanum viarum,2
2,2022-10-16,3,5,3-5-C,C,C,C-C,Sedge,Bulbostylis spp.,1
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Cirsium spp.,1
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Gamochaeta spp.,1
2,2022-10-16,3,5,3-5-C,C,C,C-C,Grass,Paspalum notatum,1
2,2022-10-16,3,5,3-5-C,C,C,C-C,Woody,Rubus spp.,1
2,2022-10-16,3,5,3-5-C,C,C,C-C,Grass,Andropogon ternarius,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Grass,Andropogon virginicus,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Grass,Aristida stricta,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Woody,Baccharis halimifolia,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Crotalaria rotundifolia,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Crotalaria spectabilis,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Grass,Digitaria spp.,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Grass,Eragrostis spectabilis,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Grass,Eremochloa ophiuroides,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Woody,Eupatorium capilifolium,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Galactia spp.,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Liatris gracilis,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Woody,Liquidambar styraciflua,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Phytolacca americana,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Pityopsis graminifolia,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Polypremum procumbens,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Grass,Sorghastrum secundum,0
2,2022-10-16,3,5,3-5-C,C,C,C-C,Forb,Urtica dioica,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Paspalum setaceum,8
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Indigofera hirsuta,6
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Dichondra spp.,5
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Oenothera laciniata,5
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Bare,Bareground,4
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Sedge,Cyperus spp.,4
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Verbena spp.,4
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Cynodon dactylon,3
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Sedge,Cyperus esculentus,3
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Lactuca canadensis,3
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Oxalis corniculata,3
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Richardia spp.,3
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Dichanthelium spp.,2
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Rumex hastatulus,2
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Sedge,Bulbostylis spp.,1
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Erigeron canadensis,1
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Paspalum notatum,1
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Andropogon ternarius,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Andropogon virginicus,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Aristida stricta,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Woody,Baccharis halimifolia,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Cirsium spp.,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Crotalaria rotundifolia,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Crotalaria spectabilis,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Digitaria spp.,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Eragrostis spectabilis,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Eremochloa ophiuroides,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Woody,Eupatorium capilifolium,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Galactia spp.,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Gamochaeta spp.,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Liatris gracilis,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Woody,Liquidambar styraciflua,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Phyllanthus urinaria,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Phytolacca americana,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Pityopsis graminifolia,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Polypremum procumbens,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Woody,Rubus spp.,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Solanum viarum,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Grass,Sorghastrum secundum,0
2,2022-10-16,3,6,3-6-Tw,Tw,C,Tw-C,Forb,Urtica dioica,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Bare,Bareground,8
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Dichondra spp.,8
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Indigofera hirsuta,7
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Oxalis corniculata,7
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Grass,Cynodon dactylon,5
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Sedge,Cyperus esculentus,5
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Sedge,Cyperus spp.,4
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Richardia spp.,4
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Rumex hastatulus,4
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Lactuca canadensis,3
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Sedge,Bulbostylis spp.,1
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Grass,Dichanthelium spp.,1
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Erigeron canadensis,1
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Oenothera laciniata,1
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Grass,Paspalum notatum,1
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Grass,Paspalum setaceum,1
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Grass,Andropogon ternarius,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Grass,Andropogon virginicus,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Grass,Aristida stricta,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Woody,Baccharis halimifolia,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Cirsium spp.,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Crotalaria rotundifolia,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Crotalaria spectabilis,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Grass,Digitaria spp.,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Grass,Eragrostis spectabilis,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Grass,Eremochloa ophiuroides,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Woody,Eupatorium capilifolium,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Galactia spp.,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Gamochaeta spp.,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Liatris gracilis,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Woody,Liquidambar styraciflua,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Phyllanthus urinaria,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Phytolacca americana,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Pityopsis graminifolia,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Polypremum procumbens,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Woody,Rubus spp.,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Solanum viarum,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Grass,Sorghastrum secundum,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Urtica dioica,0
2,2022-10-16,3,7,3-7-Tsp,Tsp,C,Tsp-C,Forb,Verbena spp.,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Grass,Eragrostis spectabilis,8
2,2022-10-16,3,8,3-8-S,S,C,S-C,Grass,Sorghastrum secundum,8
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Pityopsis graminifolia,4
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Richardia spp.,4
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Rumex hastatulus,4
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Liatris gracilis,3
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Oxalis corniculata,3
2,2022-10-16,3,8,3-8-S,S,C,S-C,Bare,Bareground,2
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Crotalaria rotundifolia,2
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Dichondra spp.,2
2,2022-10-16,3,8,3-8-S,S,C,S-C,Woody,Eupatorium capilifolium,2
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Lactuca canadensis,2
2,2022-10-16,3,8,3-8-S,S,C,S-C,Grass,Andropogon ternarius,1
2,2022-10-16,3,8,3-8-S,S,C,S-C,Grass,Aristida stricta,1
2,2022-10-16,3,8,3-8-S,S,C,S-C,Sedge,Bulbostylis spp.,1
2,2022-10-16,3,8,3-8-S,S,C,S-C,Grass,Cynodon dactylon,1
2,2022-10-16,3,8,3-8-S,S,C,S-C,Sedge,Cyperus spp.,1
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Erigeron canadensis,1
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Galactia spp.,1
2,2022-10-16,3,8,3-8-S,S,C,S-C,Grass,Paspalum notatum,1
2,2022-10-16,3,8,3-8-S,S,C,S-C,Grass,Paspalum setaceum,1
2,2022-10-16,3,8,3-8-S,S,C,S-C,Grass,Andropogon virginicus,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Woody,Baccharis halimifolia,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Cirsium spp.,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Crotalaria spectabilis,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Sedge,Cyperus esculentus,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Grass,Dichanthelium spp.,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Grass,Digitaria spp.,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Grass,Eremochloa ophiuroides,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Gamochaeta spp.,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Indigofera hirsuta,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Woody,Liquidambar styraciflua,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Oenothera laciniata,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Phyllanthus urinaria,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Phytolacca americana,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Polypremum procumbens,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Woody,Rubus spp.,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Solanum viarum,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Urtica dioica,0
2,2022-10-16,3,8,3-8-S,S,C,S-C,Forb,Verbena spp.,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Grass,Eragrostis spectabilis,9
2,2022-10-16,3,9,3-9-S,S,C,S-C,Grass,Sorghastrum secundum,8
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Liatris gracilis,3
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Oxalis corniculata,3
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Pityopsis graminifolia,3
2,2022-10-16,3,9,3-9-S,S,C,S-C,Grass,Cynodon dactylon,2
2,2022-10-16,3,9,3-9-S,S,C,S-C,Sedge,Cyperus esculentus,2
2,2022-10-16,3,9,3-9-S,S,C,S-C,Sedge,Cyperus spp.,2
2,2022-10-16,3,9,3-9-S,S,C,S-C,Grass,Dichanthelium spp.,2
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Dichondra spp.,2
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Lactuca canadensis,2
2,2022-10-16,3,9,3-9-S,S,C,S-C,Grass,Paspalum notatum,2
2,2022-10-16,3,9,3-9-S,S,C,S-C,Grass,Paspalum setaceum,2
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Richardia spp.,2
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Rumex hastatulus,2
2,2022-10-16,3,9,3-9-S,S,C,S-C,Grass,Aristida stricta,1
2,2022-10-16,3,9,3-9-S,S,C,S-C,Bare,Bareground,1
2,2022-10-16,3,9,3-9-S,S,C,S-C,Sedge,Bulbostylis spp.,1
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Crotalaria rotundifolia,1
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Galactia spp.,1
2,2022-10-16,3,9,3-9-S,S,C,S-C,Woody,Rubus spp.,1
2,2022-10-16,3,9,3-9-S,S,C,S-C,Grass,Andropogon ternarius,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Grass,Andropogon virginicus,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Woody,Baccharis halimifolia,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Cirsium spp.,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Crotalaria spectabilis,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Grass,Digitaria spp.,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Grass,Eremochloa ophiuroides,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Erigeron canadensis,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Woody,Eupatorium capilifolium,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Gamochaeta spp.,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Indigofera hirsuta,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Woody,Liquidambar styraciflua,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Oenothera laciniata,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Phyllanthus urinaria,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Phytolacca americana,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Polypremum procumbens,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Solanum viarum,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Urtica dioica,0
2,2022-10-16,3,9,3-9-S,S,C,S-C,Forb,Verbena spp.,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Grass,Cynodon dactylon,8
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Grass,Paspalum setaceum,6
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Sedge,Cyperus spp.,5
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Sedge,Cyperus esculentus,3
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Dichondra spp.,3
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Grass,Dichanthelium spp.,2
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Lactuca canadensis,2
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Bare,Bareground,1
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Sedge,Bulbostylis spp.,1
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Erigeron canadensis,1
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Oxalis corniculata,1
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Grass,Paspalum notatum,1
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Richardia spp.,1
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Rumex hastatulus,1
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Grass,Andropogon ternarius,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Grass,Andropogon virginicus,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Grass,Aristida stricta,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Woody,Baccharis halimifolia,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Cirsium spp.,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Crotalaria rotundifolia,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Crotalaria spectabilis,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Grass,Digitaria spp.,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Grass,Eragrostis spectabilis,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Grass,Eremochloa ophiuroides,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Woody,Eupatorium capilifolium,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Galactia spp.,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Gamochaeta spp.,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Indigofera hirsuta,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Liatris gracilis,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Woody,Liquidambar styraciflua,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Oenothera laciniata,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Phyllanthus urinaria,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Phytolacca americana,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Pityopsis graminifolia,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Polypremum procumbens,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Woody,Rubus spp.,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Solanum viarum,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Grass,Sorghastrum secundum,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Urtica dioica,0
2,2022-10-16,3,10,3-10-Tw,Tw,C,Tw-C,Forb,Verbena spp.,0
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Grass,Cynodon dactylon,7
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Forb,Dichondra spp.,7
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Forb,Indigofera hirsuta,7
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Bare,Bareground,6
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Forb,Oxalis corniculata,5
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Forb,Richardia spp.,4
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Forb,Rumex hastatulus,3
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Sedge,Bulbostylis spp.,1
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Forb,Erigeron canadensis,1
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Forb,Lactuca canadensis,1
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Grass,Andropogon ternarius,0
2,2022-10-16,3,11,3-11-Tsp,Tsp,C,Tsp-C,Grass,Andropogon virginicus,0
