Year,Date,Plot,Sub_Plot,ID,Treatment,Fire,TSF,T+F,Group,Species,Coverage
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Indigofera hirsuta,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Lactuca canadensis,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Liatris gracilis,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Woody,Liquidambar styraciflua,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Oenothera laciniata,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Grass,Paspalum notatum,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Grass,Paspalum setaceum,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Phyllanthus urinaria,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Pityopsis graminifolia,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Polypremum procumbens,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Raphanus raphanistrum,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Richardia spp.,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Rumex hastatulus,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Solanum viarum,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Grass,Sorghastrum secundum,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Urtica dioica,0
3,2023-10-31,5,11,5-11-C,C,C,0,C-C,Forb,Verbena spp.,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Grass,Paspalum notatum,9
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Woody,Rubus spp.,8
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Sedge,Cyperus spp.,2
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Bare,Bareground,1
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Grass,Andropogon ternarius,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Grass,Andropogon virginicus,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Grass,Aristida stricta,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Woody,Baccharis halimifolia,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Sedge,Bulbostylis spp.,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Cirsium spp.,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Crotalaria rotundifolia,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Crotalaria spectabilis,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Grass,Cynodon dactylon,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Sedge,Cyperus esculentus,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Grass,Dichanthelium spp.,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Dichondra spp.,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Grass,Digitaria spp.,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Grass,Eragrostis spectabilis,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Grass,Eremochloa ophiuroides,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Erigeron canadensis,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Woody,Eupatorium capilifolium,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Galactia spp.,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Gamochaeta spp.,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Indigofera hirsuta,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Lactuca canadensis,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Liatris gracilis,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Woody,Liquidambar styraciflua,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Oenothera laciniata,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Oxalis corniculata,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Grass,Paspalum setaceum,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Phyllanthus urinaria,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Phytolacca americana,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Pityopsis graminifolia,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Polypremum procumbens,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Raphanus raphanistrum,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Richardia spp.,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Rumex hastatulus,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Solanum viarum,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Grass,Sorghastrum secundum,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Urtica dioica,0
3,2023-10-31,5,12,5-12-Tw,Tw,C,0,Tw-C,Forb,Verbena spp.,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Grass,Paspalum notatum,9
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Crotalaria rotundifolia,4
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Grass,Cynodon dactylon,4
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Woody,Rubus spp.,4
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Sedge,Cyperus spp.,3
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Richardia spp.,3
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Bare,Bareground,2
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Oxalis corniculata,2
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Grass,Andropogon ternarius,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Grass,Andropogon virginicus,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Grass,Aristida stricta,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Woody,Baccharis halimifolia,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Sedge,Bulbostylis spp.,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Cirsium spp.,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Crotalaria spectabilis,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Sedge,Cyperus esculentus,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Grass,Dichanthelium spp.,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Dichondra spp.,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Grass,Digitaria spp.,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Grass,Eragrostis spectabilis,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Grass,Eremochloa ophiuroides,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Erigeron canadensis,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Woody,Eupatorium capilifolium,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Galactia spp.,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Gamochaeta spp.,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Indigofera hirsuta,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Lactuca canadensis,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Liatris gracilis,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Woody,Liquidambar styraciflua,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Oenothera laciniata,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Grass,Paspalum setaceum,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Phyllanthus urinaria,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Phytolacca americana,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Pityopsis graminifolia,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Polypremum procumbens,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Raphanus raphanistrum,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Rumex hastatulus,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Solanum viarum,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Grass,Sorghastrum secundum,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Urtica dioica,0
3,2023-10-31,5,13,5-13-Tw,Tw,C,0,Tw-C,Forb,Verbena spp.,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Grass,Paspalum notatum,9
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Woody,Rubus spp.,6
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Woody,Eupatorium capilifolium,4
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Bare,Bareground,2
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Grass,Cynodon dactylon,2
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Sedge,Cyperus spp.,2
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Grass,Andropogon ternarius,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Grass,Andropogon virginicus,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Grass,Aristida stricta,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Woody,Baccharis halimifolia,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Sedge,Bulbostylis spp.,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Cirsium spp.,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Crotalaria rotundifolia,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Crotalaria spectabilis,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Sedge,Cyperus esculentus,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Grass,Dichanthelium spp.,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Dichondra spp.,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Grass,Digitaria spp.,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Grass,Eragrostis spectabilis,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Grass,Eremochloa ophiuroides,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Erigeron canadensis,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Galactia spp.,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Gamochaeta spp.,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Indigofera hirsuta,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Lactuca canadensis,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Liatris gracilis,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Woody,Liquidambar styraciflua,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Oenothera laciniata,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Oxalis corniculata,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Grass,Paspalum setaceum,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Phyllanthus urinaria,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Phytolacca americana,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Pityopsis graminifolia,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Polypremum procumbens,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Raphanus raphanistrum,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Richardia spp.,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Rumex hastatulus,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Solanum viarum,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Grass,Sorghastrum secundum,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Urtica dioica,0
3,2023-10-31,5,14,5-14-C,C,C,0,C-C,Forb,Verbena spp.,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Woody,Rubus spp.,8
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Grass,Eragrostis spectabilis,7
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Grass,Sorghastrum secundum,7
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Pityopsis graminifolia,5
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Woody,Eupatorium capilifolium,4
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Liatris gracilis,3
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Grass,Paspalum notatum,3
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Grass,Aristida stricta,2
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Bare,Bareground,2
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Crotalaria rotundifolia,2
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Sedge,Cyperus spp.,2
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Oxalis corniculata,2
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Grass,Paspalum setaceum,2
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Richardia spp.,2
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Grass,Cynodon dactylon,1
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Lactuca canadensis,1
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Grass,Andropogon ternarius,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Grass,Andropogon virginicus,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Woody,Baccharis halimifolia,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Sedge,Bulbostylis spp.,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Cirsium spp.,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Crotalaria spectabilis,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Sedge,Cyperus esculentus,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Grass,Dichanthelium spp.,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Dichondra spp.,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Grass,Digitaria spp.,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Grass,Eremochloa ophiuroides,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Erigeron canadensis,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Galactia spp.,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Gamochaeta spp.,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Indigofera hirsuta,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Woody,Liquidambar styraciflua,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Oenothera laciniata,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Phyllanthus urinaria,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Phytolacca americana,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Polypremum procumbens,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Raphanus raphanistrum,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Rumex hastatulus,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Solanum viarum,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Urtica dioica,0
3,2023-10-31,5,15,5-15-S,S,C,0,S-C,Forb,Verbena spp.,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Bare,Bareground,8
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Woody,Rubus spp.,8
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Polypremum procumbens,6
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Grass,Cynodon dactylon,4
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Sedge,Cyperus spp.,4
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Oxalis corniculata,4
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Grass,Paspalum notatum,4
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Grass,Paspalum setaceum,1
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Rumex hastatulus,1
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Grass,Andropogon ternarius,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Grass,Andropogon virginicus,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Grass,Aristida stricta,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Woody,Baccharis halimifolia,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Sedge,Bulbostylis spp.,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Cirsium spp.,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Crotalaria rotundifolia,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Crotalaria spectabilis,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Sedge,Cyperus esculentus,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Grass,Dichanthelium spp.,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Dichondra spp.,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Grass,Digitaria spp.,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Grass,Eragrostis spectabilis,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Grass,Eremochloa ophiuroides,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Erigeron canadensis,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Woody,Eupatorium capilifolium,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Galactia spp.,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Gamochaeta spp.,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Indigofera hirsuta,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Lactuca canadensis,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Liatris gracilis,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Woody,Liquidambar styraciflua,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Oenothera laciniata,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Phyllanthus urinaria,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Phytolacca americana,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Pityopsis graminifolia,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Raphanus raphanistrum,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Richardia spp.,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Solanum viarum,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Grass,Sorghastrum secundum,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Urtica dioica,0
3,2023-10-31,5,16,5-16-Tsp,Tsp,C,0,Tsp-C,Forb,Verbena spp.,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Grass,Eremochloa ophiuroides,8
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Grass,Paspalum notatum,7
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Grass,Cynodon dactylon,5
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Bare,Bareground,4
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Indigofera hirsuta,4
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Grass,Paspalum setaceum,4
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Oxalis corniculata,3
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Sedge,Bulbostylis spp.,2
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Rumex hastatulus,2
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Sedge,Cyperus spp.,1
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Grass,Andropogon ternarius,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Grass,Andropogon virginicus,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Grass,Aristida stricta,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Woody,Baccharis halimifolia,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Cirsium spp.,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Crotalaria rotundifolia,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Crotalaria spectabilis,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Sedge,Cyperus esculentus,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Grass,Dichanthelium spp.,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Dichondra spp.,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Grass,Digitaria spp.,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Grass,Eragrostis spectabilis,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Erigeron canadensis,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Woody,Eupatorium capilifolium,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Galactia spp.,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Gamochaeta spp.,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Lactuca canadensis,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Liatris gracilis,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Woody,Liquidambar styraciflua,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Oenothera laciniata,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Phyllanthus urinaria,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Phytolacca americana,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Pityopsis graminifolia,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Richardia spp.,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Woody,Rubus spp.,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Solanum viarum,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Grass,Sorghastrum secundum,0
3,2023-10-30,1,1,1-1-Tsp,Tsp,Sp,143,Tsp-Sp,Forb,Urtica dioica,0
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Grass,Paspalum notatum,8
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Grass,Paspalum setaceum,7
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Bare,Bareground,5
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Grass,Cynodon dactylon,5
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Forb,Indigofera hirsuta,5
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Sedge,Cyperus spp.,4
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Forb,Oxalis corniculata,4
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Forb,Richardia spp.,4
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Forb,Rumex hastatulus,4
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Forb,Dichondra spp.,3
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Forb,Erigeron canadensis,3
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Sedge,Bulbostylis spp.,2
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Grass,Eremochloa ophiuroides,1
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Forb,Gamochaeta spp.,1
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Grass,Andropogon ternarius,0
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Grass,Andropogon virginicus,0
3,2023-10-30,1,2,1-2-C,C,Sp,143,C-Sp,Grass,Aristida stricta,0
