Year,Date,Plot,Sub_Plot,ID,Treatment,Fire,T+F,Group,Native,Species,Coverage
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Pityopsis trayci,5
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Liatris gracilis,3
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Grass,Native,Aristida beyrichiana,2
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Crotalaria rotundifolia,2
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Sedge,Native,Cyperus spp.,2
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Dichondra spp.,2
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Erigeron canadensis,2
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Lactuca canadensis,2
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Oxalis corniculata,2
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Grass,Non-native,Paspalum notatum,2
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Rumex hastatulus,2
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Bare,UK,Bareground,1
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Sedge,Native,Bulbostylis spp.,1
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Grass,Non-native,Cynodon dactylon,1
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Grass,Native,Dichanthelium spp.,1
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Grass,Non-native,Eremochloa ophiuroides,1
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Galactia spp.,1
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Grass,Native,Paspalum setaceum,1
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Non-native,Richardia spp.,1
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Grass,Native,Andropogon ternarius,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Grass,Native,Andropogon virginicus,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Woody,Native,Baccharis halimifolia,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Cirsium spp.,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Non-native,Crotalaria spectabilis,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Sedge,Non-native,Cyperus esculentus,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Grass,Native,Digitaria spp.,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Woody,Native,Eupatorium capilifolium,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Gamochaeta spp.,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Non-native,Indigofera hirsuta,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Woody,Native,Liquidambar styraciflua,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Oenothera laciniata,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Non-native,Phyllanthus urinaria,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Phytolacca americana,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Woody,Native,Rubus spp.,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Native,Solanum viarum,0
2,2022-10-15,1,15,1-15-S,S,Sp,S-Sp,Forb,Non-native,Urtica dioica,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Non-native,Cynodon dactylon,8
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Bare,UK,Bareground,7
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Dichondra spp.,6
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Non-native,Indigofera hirsuta,3
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Non-native,Paspalum notatum,3
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Sedge,Native,Cyperus spp.,2
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Non-native,Eremochloa ophiuroides,2
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Oxalis corniculata,2
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Sedge,Native,Bulbostylis spp.,1
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Sedge,Non-native,Cyperus esculentus,1
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Erigeron canadensis,1
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Lactuca canadensis,1
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Native,Paspalum setaceum,1
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Rumex hastatulus,1
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Native,Andropogon ternarius,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Native,Andropogon virginicus,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Native,Aristida beyrichiana,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Woody,Native,Baccharis halimifolia,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Cirsium spp.,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Crotalaria rotundifolia,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Non-native,Crotalaria spectabilis,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Native,Dichanthelium spp.,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Native,Digitaria spp.,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Native,Eragrostis spectabilis,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Woody,Native,Eupatorium capilifolium,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Galactia spp.,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Gamochaeta spp.,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Liatris gracilis,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Woody,Native,Liquidambar styraciflua,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Oenothera laciniata,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Non-native,Phyllanthus urinaria,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Phytolacca americana,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Pityopsis trayci,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Non-native,Richardia spp.,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Woody,Native,Rubus spp.,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Native,Solanum viarum,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Grass,Native,Sorghastrum secundum,0
2,2022-10-15,1,16,1-16-Tsp,Tsp,Sp,Tsp-Sp,Forb,Non-native,Urtica dioica,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Non-native,Paspalum notatum,7
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Non-native,Eremochloa ophiuroides,6
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Oxalis corniculata,6
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Bare,UK,Bareground,5
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Sedge,Native,Cyperus spp.,5
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Native,Paspalum setaceum,5
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Dichondra spp.,4
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Lactuca canadensis,4
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Non-native,Richardia spp.,4
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Native,Dichanthelium spp.,3
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Rumex hastatulus,3
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Non-native,Cynodon dactylon,2
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Erigeron canadensis,2
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Gamochaeta spp.,2
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Sedge,Native,Bulbostylis spp.,1
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Sedge,Non-native,Cyperus esculentus,1
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Native,Andropogon ternarius,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Native,Andropogon virginicus,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Native,Aristida beyrichiana,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Woody,Native,Baccharis halimifolia,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Cirsium spp.,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Crotalaria rotundifolia,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Non-native,Crotalaria spectabilis,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Native,Digitaria spp.,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Native,Eragrostis spectabilis,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Woody,Native,Eupatorium capilifolium,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Galactia spp.,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Non-native,Indigofera hirsuta,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Liatris gracilis,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Woody,Native,Liquidambar styraciflua,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Oenothera laciniata,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Non-native,Phyllanthus urinaria,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Phytolacca americana,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Pityopsis trayci,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Woody,Native,Rubus spp.,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Native,Solanum viarum,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Grass,Native,Sorghastrum secundum,0
2,2022-10-15,2,1,2-1-Tw,Tw,W,Tw-W,Forb,Non-native,Urtica dioica,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Grass,Non-native,Paspalum notatum,7
2,2022-10-15,2,2,2-2-C,C,W,C-W,Grass,Native,Paspalum setaceum,6
2,2022-10-15,2,2,2-2-C,C,W,C-W,Woody,Native,Baccharis halimifolia,5
2,2022-10-15,2,2,2-2-C,C,W,C-W,Bare,UK,Bareground,4
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Crotalaria rotundifolia,4
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Rumex hastatulus,4
2,2022-10-15,2,2,2-2-C,C,W,C-W,Sedge,Non-native,Cyperus esculentus,3
2,2022-10-16,3,15,3-15-C,C,C,C-C,Forb,Native,Dichondra spp.,4
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Erigeron canadensis,3
2,2022-10-15,2,2,2-2-C,C,W,C-W,Sedge,Native,Bulbostylis spp.,2
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Lactuca canadensis,2
2,2022-10-15,2,2,2-2-C,C,W,C-W,Sedge,Native,Cyperus spp.,1
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Oxalis corniculata,1
2,2022-10-15,2,2,2-2-C,C,W,C-W,Grass,Native,Andropogon ternarius,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Grass,Native,Andropogon virginicus,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Grass,Native,Aristida beyrichiana,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Cirsium spp.,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Non-native,Crotalaria spectabilis,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Grass,Non-native,Cynodon dactylon,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Grass,Native,Dichanthelium spp.,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Grass,Native,Digitaria spp.,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Grass,Native,Eragrostis spectabilis,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Grass,Non-native,Eremochloa ophiuroides,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Woody,Native,Eupatorium capilifolium,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Galactia spp.,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Gamochaeta spp.,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Non-native,Indigofera hirsuta,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Liatris gracilis,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Woody,Native,Liquidambar styraciflua,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Oenothera laciniata,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Non-native,Phyllanthus urinaria,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Phytolacca americana,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Pityopsis trayci,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Non-native,Richardia spp.,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Woody,Native,Rubus spp.,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Native,Solanum viarum,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Grass,Native,Sorghastrum secundum,0
2,2022-10-15,2,2,2-2-C,C,W,C-W,Forb,Non-native,Urtica dioica,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Grass,Native,Eragrostis spectabilis,8
2,2022-10-15,2,3,2-3-S,S,W,S-W,Grass,Native,Sorghastrum secundum,8
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Pityopsis trayci,6
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Crotalaria rotundifolia,4
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Liatris gracilis,4
2,2022-10-15,2,3,2-3-S,S,W,S-W,Grass,Non-native,Cynodon dactylon,2
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Dichondra spp.,2
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Erigeron canadensis,2
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Oxalis corniculata,2
2,2022-10-15,2,3,2-3-S,S,W,S-W,Grass,Non-native,Paspalum notatum,2
2,2022-10-15,2,3,2-3-S,S,W,S-W,Grass,Native,Aristida beyrichiana,1
2,2022-10-15,2,3,2-3-S,S,W,S-W,Bare,UK,Bareground,1
2,2022-10-15,2,3,2-3-S,S,W,S-W,Sedge,Native,Bulbostylis spp.,1
2,2022-10-15,2,3,2-3-S,S,W,S-W,Sedge,Non-native,Cyperus esculentus,1
2,2022-10-15,2,3,2-3-S,S,W,S-W,Sedge,Native,Cyperus spp.,1
2,2022-10-15,2,3,2-3-S,S,W,S-W,Grass,Native,Dichanthelium spp.,1
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Lactuca canadensis,1
2,2022-10-15,2,3,2-3-S,S,W,S-W,Grass,Native,Paspalum setaceum,1
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Rumex hastatulus,1
2,2022-10-15,2,3,2-3-S,S,W,S-W,Grass,Native,Andropogon ternarius,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Grass,Native,Andropogon virginicus,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Woody,Native,Baccharis halimifolia,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Cirsium spp.,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Non-native,Crotalaria spectabilis,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Grass,Native,Digitaria spp.,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Grass,Non-native,Eremochloa ophiuroides,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Woody,Native,Eupatorium capilifolium,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Galactia spp.,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Gamochaeta spp.,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Non-native,Indigofera hirsuta,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Woody,Native,Liquidambar styraciflua,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Oenothera laciniata,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Non-native,Phyllanthus urinaria,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Phytolacca americana,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Non-native,Richardia spp.,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Woody,Native,Rubus spp.,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Native,Solanum viarum,0
2,2022-10-15,2,3,2-3-S,S,W,S-W,Forb,Non-native,Urtica dioica,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Cynodon dactylon,7
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Dichondra spp.,7
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Bare,UK,Bareground,6
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Crotalaria rotundifolia,5
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Native,Paspalum setaceum,5
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Non-native,Richardia spp.,5
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Sedge,Native,Cyperus spp.,4
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Native,Dichanthelium spp.,4
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Erigeron canadensis,4
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Lactuca canadensis,4
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Oxalis corniculata,4
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Rumex hastatulus,3
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Gamochaeta spp.,2
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Sedge,Native,Bulbostylis spp.,1
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Sedge,Non-native,Cyperus esculentus,1
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Paspalum notatum,1
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Native,Andropogon ternarius,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Native,Andropogon virginicus,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Native,Aristida beyrichiana,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Woody,Native,Baccharis halimifolia,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Cirsium spp.,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Non-native,Crotalaria spectabilis,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Native,Digitaria spp.,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Native,Eragrostis spectabilis,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Eremochloa ophiuroides,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Woody,Native,Eupatorium capilifolium,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Galactia spp.,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Non-native,Indigofera hirsuta,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Liatris gracilis,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Woody,Native,Liquidambar styraciflua,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Oenothera laciniata,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Non-native,Phyllanthus urinaria,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Phytolacca americana,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Pityopsis trayci,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Woody,Native,Rubus spp.,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Native,Solanum viarum,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Grass,Native,Sorghastrum secundum,0
2,2022-10-15,2,4,2-4-Tsp,Tsp,W,Tsp-W,Forb,Non-native,Urtica dioica,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Native,Paspalum setaceum,7
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Cynodon dactylon,6
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Bare,UK,Bareground,5
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Dichondra spp.,5
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Non-native,Indigofera hirsuta,5
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Native,Dichanthelium spp.,3
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Polypremum procumbens,3
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Sedge,Native,Bulbostylis spp.,2
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Sedge,Non-native,Cyperus esculentus,2
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Sedge,Native,Cyperus spp.,2
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Eremochloa ophiuroides,2
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Oxalis corniculata,2
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Non-native,Paspalum notatum,2
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Erigeron canadensis,1
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Non-native,Richardia spp.,1
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Rumex hastatulus,1
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Native,Andropogon ternarius,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Native,Andropogon virginicus,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Native,Aristida beyrichiana,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Woody,Native,Baccharis halimifolia,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Cirsium spp.,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Crotalaria rotundifolia,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Non-native,Crotalaria spectabilis,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Native,Digitaria spp.,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Native,Eragrostis spectabilis,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Woody,Native,Eupatorium capilifolium,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Galactia spp.,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Gamochaeta spp.,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Lactuca canadensis,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Liatris gracilis,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Woody,Native,Liquidambar styraciflua,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Oenothera laciniata,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Non-native,Phyllanthus urinaria,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Phytolacca americana,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Pityopsis trayci,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Woody,Native,Rubus spp.,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Native,Solanum viarum,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Grass,Native,Sorghastrum secundum,0
2,2022-10-15,2,5,2-5-Tsp,Tsp,W,Tsp-W,Forb,Non-native,Urtica dioica,0
2,2022-10-15,2,6,2-6-S,S,W,S-W,Grass,Native,Eragrostis spectabilis,8
